epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
25,0.9659097194671631,0.997649073600769,0.0005000000237487257,0.12631705403327942,0.9670239686965942,0.96502286195755,0.9396223425865173,0.9915950298309326,0.28388500213623047,0.9405842423439026,0.9389371275901794
26,0.9722251892089844,0.9986224174499512,0.0002500000118743628,0.11306127905845642,0.9728239178657532,0.9716473817825317,0.9707629084587097,0.9963423609733582,0.17532390356063843,0.9711194038391113,0.9703060984611511
27,0.9807578325271606,0.9987930059432983,0.0002500000118743628,0.09693994373083115,0.9811462759971619,0.9803816080093384,0.9756357669830322,0.9967120885848999,0.16280142962932587,0.9760725498199463,0.9752550721168518
28,0.983431875705719,0.9989076852798462,0.0002500000118743628,0.09093731641769409,0.9837301969528198,0.9830825328826904,0.977082371711731,0.997227668762207,0.1515415459871292,0.9773714542388916,0.9767016768455505
29,0.9802337884902954,0.998607337474823,0.0002500000118743628,0.09280753135681152,0.9805158376693726,0.9798306822776794,0.9765493869781494,0.9963235855102539,0.15693561732769012,0.9769160151481628,0.9763209819793701
30,0.9847353100776672,0.9989942908287048,0.0002500000118743628,0.08689171075820923,0.9849297404289246,0.984466552734375,0.9792903661727905,0.9966947436332703,0.14505797624588013,0.9795824885368347,0.9789858460426331
31,0.9863074421882629,0.9987013936042786,0.0002500000118743628,0.08078642189502716,0.9864249229431152,0.9861730933189392,0.9620831608772278,0.9947031736373901,0.20141759514808655,0.9625904560089111,0.9619308710098267
32,0.983284056186676,0.9988998174667358,0.0002500000118743628,0.08450327813625336,0.9836096167564392,0.9829884171485901,0.9758641719818115,0.9964171051979065,0.1502700299024582,0.9761596322059631,0.9757880568504333
33,0.9871808886528015,0.9990265965461731,0.0002500000118743628,0.0790279433131218,0.9873383641242981,0.987046480178833,0.9755595922470093,0.9950957298278809,0.16506461799144745,0.9762993454933167,0.9754073619842529
34,0.990298330783844,0.999366044998169,0.0001250000059371814,0.06870640069246292,0.9904171824455261,0.9902042746543884,0.9711436033248901,0.9936644434928894,0.19163459539413452,0.971289336681366,0.971067488193512
35,0.9928513765335083,0.9995150566101074,0.0001250000059371814,0.06512196362018585,0.9928777813911438,0.9928110837936401,0.9854575991630554,0.9965069890022278,0.12802672386169434,0.9855315089225769,0.9853814244270325
36,0.9957404136657715,0.9996799826622009,0.0001250000059371814,0.05939198657870293,0.995780348777771,0.9957000613212585,0.9843916296958923,0.9959945678710938,0.13721559941768646,0.9843893051147461,0.984239399433136
37,0.9946385622024536,0.9994943141937256,0.0001250000059371814,0.05992027744650841,0.9946783781051636,0.9945847988128662,0.9827927350997925,0.9964715838432312,0.12953227758407593,0.9830172657966614,0.9827927350997925
38,0.993657648563385,0.9994351863861084,0.0001250000059371814,0.05848460644483566,0.9937106370925903,0.9935904145240784,0.9861428141593933,0.9965026378631592,0.12444573640823364,0.9861428141593933,0.9861428141593933
39,0.9964794516563416,0.9995734691619873,0.0001250000059371814,0.053684018552303314,0.9965059757232666,0.9964122772216797,0.9860666990280151,0.9959522485733032,0.12697425484657288,0.9861407279968262,0.985990583896637
40,0.9959957003593445,0.9995002150535583,0.0001250000059371814,0.05283864960074425,0.9960622787475586,0.9959150552749634,0.9853814244270325,0.9957824945449829,0.13046160340309143,0.985530436038971,0.9853053092956543
41,0.99598228931427,0.9996908903121948,0.0001250000059371814,0.0516052320599556,0.9960491061210632,0.9959554076194763,0.9847723245620728,0.9962568879127502,0.12301952391862869,0.9847723245620728,0.9847723245620728
42,0.9926363825798035,0.9990526437759399,0.0001250000059371814,0.05495477840304375,0.9926628470420837,0.9926095008850098,0.9742652773857117,0.9936988353729248,0.17161251604557037,0.9744839668273926,0.9741129875183105
43,0.9943966865539551,0.9996615052223206,0.0001250000059371814,0.052295465022325516,0.9945034384727478,0.9943698048591614,0.9839348196983337,0.9958713054656982,0.13431316614151,0.9840072989463806,0.9837825298309326
44,0.9962241053581238,0.9995399713516235,0.0001250000059371814,0.049546800553798676,0.9962642192840576,0.9961972832679749,0.9808893203735352,0.9951260685920715,0.14555469155311584,0.9811119437217712,0.9808131456375122
45,0.9969363212585449,0.9996888041496277,6.25000029685907e-05,0.04778769984841347,0.9969897270202637,0.9968825578689575,0.984239399433136,0.9958468675613403,0.13211895525455475,0.9843881130218506,0.984163224697113
46,0.9974872469902039,0.9997173547744751,6.25000029685907e-05,0.04550909996032715,0.9975274205207825,0.9974737763404846,0.9863712787628174,0.9955278635025024,0.12852473556995392,0.9866717457771301,0.9863712787628174
47,0.9984950423240662,0.9998626708984375,6.25000029685907e-05,0.04408930242061615,0.9985083937644958,0.9984546899795532,0.9856860041618347,0.9958466291427612,0.12701283395290375,0.9858361482620239,0.9856860041618347
48,0.9988309741020203,0.9998821020126343,3.125000148429535e-05,0.04202941432595253,0.9988443851470947,0.998817503452301,0.9866757988929749,0.995774507522583,0.12830796837806702,0.9867509603500366,0.9866757988929749
49,0.9993147253990173,0.9998999834060669,3.125000148429535e-05,0.04035221412777901,0.9993147253990173,0.9993147253990173,0.9866757988929749,0.995578408241272,0.13045011460781097,0.9868992567062378,0.9865235090255737
